Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
31634, , , Planting Tags, , None, , , , , , , , , 
31731, Views, , Structural Framing Elevation, , None, , , , , , , , , 
31741, Views, , Architectural Section, , None, , , , , , , , , 
31745, Views, , Site Section, , None, , , , , , , , , 
31749, Views, , Structural Section, , None, , , , , , , , , 
31753, Primary Contours, , , , None, , , , , , , , , 
31754, , , Reveals, , None, , , , , , , , , 
31755, , , Wall Sweeps, , None, , , , , , , , , 
32001, Primary Contours, , , , None, , , , , , , , , 
32241, , , ExtentElem, , None, , , , , , , , , 
32242, , , ExtentElem, , None, , , , , , , , , 
32243, , , ExtentElem, , None, , , , , , , , , 
32244, , , ExtentElem, , None, , , , , , , , , 
32245, , , ExtentElem, , None, , , , , , , , , 
32246, , , ExtentElem, , None, , , , , , , , , 
32247, , , ExtentElem, , None, , , , , , , , , 
32248, , , ExtentElem, , None, , , , , , , , , 
32249, , , ExtentElem, , None, , , , , , , , , 
32250, Area Schemes, , Gross Building, , None, , , , , , , , , 
32252, , , , , None, , , , , , , , , 
32253, , , , , None, , , , , , , , , 
32254, Area Schemes, , Rentable, , None, , , , , , , , , 
32256, , , , , None, , , , , , , , , 
32257, , , , , None, , , , , , , , , 
32258, , , , , None, , , , , , , , , 
32259, , , , , None, , , , , , , , , 
32260, , , , , None, , , , , , , , , 
32261, , , , , None, , , , , , , , , 
32262, , , <Above> Railings Cut Line, , None, , , , , , , , , 
32263, , , <Above> Railings Cut Line, , None, , , , , , , , , 
32374, Views, , Architectural Elevation, , None, , , , , , , , , 
32440, Phases, , Existing, , None, , , , , , , , , 
32446, , , , , None, , , , , , , , , 
32447, , , Title w Line, , None, , , , , , , , , 
32486, , , System Data, , None, , , , , , , , , 
32487, , , System Data, , None, , , , , , , , , 
32679, , , Imports in Families, , None, , , , , , , , , 
32680, , , Secondary Contours, , None, , , , , , , , , 
32681, , , Secondary Contours, , None, , , , , , , , , 
32682, , , Boundary Point, , None, , , , , , , , , 
32683, , , Boundary Point, , None, , , , , , , , , 
35335, Materials, , "Laminate, Ivory, Matte", , None, , , , , , , , , 
35336, Materials, , Cherry, , None, , , , , , , , , 
35341, Materials, , "Steel, Chrome Plated", , None, , , , , , , , , 
36790, , , Color Fill, , None, , , , , , , , , 
36791, , , Internal Object Styles, , None, , , , , , , , , 
36794, , , "Center 5/8""", , None, , , , , , , , , 
36795, , , "Dash 1/16""", , None, , , , , , , , , 
36797, , , "Dash Dot 3/8""", , None, , , , , , , , , 
36798, , , "Dash Dot Dot 1/8""", , None, , , , , , , , , 
36800, , , "Dot 1/16""", , None, , , , , , , , , 
36801, , , "Dot 1/8""", , None, , , , , , , , , 
36802, , , "Double Dash 3/8""", , None, , , , , , , , , 
36803, , , "Grid Line 1/4""", , None, , , , , , , , , 
36804, , , "Hidden 1/16""", , None, , , , , , , , , 
36806, , , "Hidden 3/32""", , None, , , , , , , , , 
36808, , , "Loose Dash 1/16""", , None, , , , , , , , , 
36809, , , "Overhead 1/16""", , None, , , , , , , , , 
36810, , , "Triple Dash 5/16""", , None, , , , , , , , , 
36820, , , , , None, , , , , , , , , 
36879, Materials, , Parking Stripe, , None, , , , , , , , , 
36885, , , "Dash Dot 1/4""", , None, , , , , , , , , 
36886, , , "Dash Dot Dot 1/4""", , None, , , , , , , , , 
36889, , , "Long Dash 3/8""", , None, , , , , , , , , 
36918, , , "Demolished 1/8""", , None, , , , , , , , , 
41733, , , Multi-Category Tags, , None, , , , , , , , , 
42711, , , Internal Object Styles, , None, , , , , , , , , 
42712, , , Stair Tags, , None, , , , , , , , , 
42713, , , Rectangular Arc Wall Opening, , None, , , , , , , , , 
42714, , , Rectangular Arc Wall Opening, , None, , , , , , , , , 
43497, , , L Corner Mullion, , None, , , , , , , , , 
43498, , , L Corner Mullion, , None, , , , , , , , , 
43500, , , "5"" x 5"" Corner", , None, , , , , , , , , 
43501, , , V Corner Mullion, , None, , , , , , , , , 
43502, , , V Corner Mullion, , None, , , , , , , , , 
43504, , , "5"" V Corner", , None, , , , , , , , , 
43505, , , Trapezoid Corner Mullion, , None, , , , , , , , , 
43506, , , Trapezoid Corner Mullion, , None, , , , , , , , , 
43508, , , "5"" Trapezoid", , None, , , , , , , , , 
43509, , , Quad Corner Mullion, , None, , , , , , , , , 
43510, , , Quad Corner Mullion, , None, , , , , , , , , 
43512, , , "5"" x 5"" Quad Corner", , None, , , , , , , , , 
43517, , , , , None, , , , , , , , , 
43518, , , "Linear - 3/32"" Trebuchet MS", , None, , , , , , , , , 
43519, , , , , None, , , , , , , , , 
43520, , , "Radial - 3/32"" Trebuchet MS", , None, , , , , , , , , 
43521, , , , , None, , , , , , , , , 
43522, , , "Angular - 3/32"" Trebuchet MS", , None, , , , , , , , , 
43523, , , , , None, , , , , , , , , 
43524, , , Graphic Style Information, , None, , , , , , , , , 
43525, , , , , None, , , , , , , , , 
43526, , , Graphic Style Information, , None, , , , , , , , , 
43533, , , L2, , None, , , , , , , , , 
43598, , , Constraints, , None, , , , , , , , , 
44139, , , Project Units, , None, , , , , , , , , 
44763, , , Wall Sweeps - Cornice, , None, , , , , , , , , 
44764, , , Wall Sweeps - Cornice, , None, , , , , , , , , 
44765, , , Wall Sweeps - Cornice, , None, , , , , , , , , 
44797, , , Contour Labels, , None, , , , , , , , , 
45100, , , Fascias, , None, , , , , , , , , 
45101, , , Fascias, , None, , , , , , , , , 
45102, , , Gutters, , None, , , , , , , , , 
45103, , , Gutters, , None, , , , , , , , , 
45104, , , Slab Edges, , None, , , , , , , , , 
45105, , , Slab Edges, , None, , , , , , , , , 
45109, , , Default, , None, , , , , , , , , 
45118, , , , , None, , , , , , , , , 
45119, , , "1/16"" Trebuchet MS", , None, , , , , , , , , 
45120, , , "1/16"" Trebuchet MS", , None, , , , , , , , , 
45693, , , Internal Object Styles, , None, , , , , , , , , 
46499, , , Brick Soldier Course, , None, , , , , , , , , 
46500, Materials, , "Brick, Soldier Course", , None, , , , , , , , , 
46799, , , , , None, , , , , , , , , 
46800, , , Crosshair (Project), , None, , , , , , , , , 
46801, , , Crosshair (Project), , None, , , , , , , , , 
46802, , , , , None, , , , , , , , , 
46803, , , Crosshair (Project), , None, , , , , , , , , 
46806, , , , , None, , , , , , , , , 
46807, , , Crosshair (Project), , None, , , , , , , , , 
46808, , , Spot Elevations, , None, , , , , , , , , 
46809, , , Spot Elevation Symbols, , None, , , , , , , , , 
46810, , , Internal Object Styles, , None, , , , , , , , , 
46811, , , Occupant, , None, , , , , , , , , 
46812, , , , , None, , , , , , , , , 
47087, , , , , None, , , , , , , , , 
47088, , , "Dot Filled 1/16""", , None, , , , , , , , , 
47094, , , , , None, , , , , , , , , 
47095, , , Dot Leader (Project), , None, , , , , , , , , 
47096, , , Dot Leader (Project), , None, , , , , , , , , 
47097, , , , , None, , , , , , , , , 
47098, , , Dot Leader (Project), , None, , , , , , , , , 
47101, , , , , None, , , , , , , , , 
47102, , , Dot Leader (Project), , None, , , , , , , , , 
47104, , , , , None, , , , , , , , , 
47105, , , No Symbol (Project), , None, , , , , , , , , 
47106, , , No Symbol (Project), , None, , , , , , , , , 
47107, , , , , None, , , , , , , , , 
47108, , , No Symbol (Project), , None, , , , , , , , , 
47111, , , , , None, , , , , , , , , 
47112, , , No Symbol (Project), , None, , , , , , , , , 
47114, , , , , None, , , , , , , , , 
47115, , , Target (Relative), , None, , , , , , , , , 
47116, , , Target (Relative), , None, , , , , , , , , 
47117, , , , , None, , , , , , , , , 
47118, , , Target (Relative), , None, , , , , , , , , 
47121, , , , , None, , , , , , , , , 
47122, , , Target (Relative), , None, , , , , , , , , 
47124, , , , , None, , , , , , , , , 
47125, , , Target w Dot Leader (Project), , None, , , , , , , , , 
47126, , , Target w Dot Leader (Project), , None, , , , , , , , , 
47127, , , , , None, , , , , , , , , 
47128, , , Target w Dot Leader (Project), , None, , , , , , , , , 
47131, , , , , None, , , , , , , , , 
47132, , , Target w Dot Leader (Project), , None, , , , , , , , , 
47134, , , , , None, , , , , , , , , 
47135, , , Target (Project), , None, , , , , , , , , 
47136, , , Target (Project), , None, , , , , , , , , 
47137, , , , , None, , , , , , , , , 
47138, , , Target (Project), , None, , , , , , , , , 
47141, , , , , None, , , , , , , , , 
47142, , , Target (Project), , None, , , , , , , , , 
47145, Shared Site, , Default Site, , None, , , , , , , , , 
47146, , , Shared Site, , None, , , , , , , , , 
49480, , , Array, , None, , , , , , , , , 
49481, , , Show Complete, , None, , , , , , , , , 
49565, , , Suspended Sketch, , None, , , , , , , , , 
49566, , , Suspended Sketch, , None, , , , , , , , , 
49567, , , Roof Soffits, , None, , , , , , , , , 
49568, , , Roof Soffits, , None, , , , , , , , , 
49570, , , , , None, , , , , , , , , 
49571, , , "Filled Elevation Target 3/16""", , None, , , , , , , , , 
49573, , , Roof opening cut, , None, , , , , , , , , 
49574, , , Roof opening cut, , None, , , , , , , , , 
49575, , , Floor opening cut, , None, , , , , , , , , 
49576, , , Floor opening cut, , None, , , , , , , , , 
49577, , , Ceiling opening cut, , None, , , , , , , , , 
49578, , , Ceiling opening cut, , None, , , , , , , , , 
49579, , , Property Tags, , None, , , , , , , , , 
49582, , , , , None, , , , , , , , , 
49583, , , Target Leader (Project), , None, , , , , , , , , 
49584, , , Target Leader (Project), , None, , , , , , , , , 
49585, , , , , None, , , , , , , , , 
49586, , , Target Leader (Project), , None, , , , , , , , , 
49589, , , , , None, , , , , , , , , 
49590, , , Target Leader (Project), , None, , , , , , , , , 
49831, , , , , None, , , , , , , , , 
49851, , , Level Heads, , None, , , , , , , , , 
49852, , , Grid Heads, , None, , , , , , , , , 
50863, , , , , None, , , , , , , , , 
50864, , , Graphic Style Information, , None, , , , , , , , , 
50865, , , Text Font, , None, , , , , , , , , 
50866, , , , , None, , , , , , , , , 
50867, , , Graphic Style Information, , None, , , , , , , , , 
50870, , , , , None, , , , , , , , , 
50871, , , Graphic Style Information, , None, , , , , , , , , 
50873, , , , , None, , , , , , , , , 
50874, , , Graphic Style Information, , None, , , , , , , , , 
50896, , , Ramps Beyond Cut Line, , None, , , , , , , , , 
50897, , , Ramps Beyond Cut Line, , None, , , , , , , , , 
50898, , , Stringers, , None, , , , , , , , , 
50899, , , Stringers, , None, , , , , , , , , 
50900, , , Stringers Beyond Cut Line, , None, , , , , , , , , 
50901, , , Stringers Beyond Cut Line, , None, , , , , , , , , 
50902, , , UP text, , None, , , , , , , , , 
50903, , , UP text, , None, , , , , , , , , 
50904, , , DOWN text, , None, , , , , , , , , 
50905, , , DOWN text, , None, , , , , , , , , 
50906, , , Up Arrow, , None, , , , , , , , , 
50907, , , Up Arrow, , None, , , , , , , , , 
50908, , , Down Arrow, , None, , , , , , , , , 
50909, , , Down Arrow, , None, , , , , , , , , 
50925, , , Reference Planes, , None, , , , , , , , , 
50969, Work Plane Grid, , Work Plane Grid, , None, , , , , , , , , 
50970, Work Plane Grid, , L1, , None, , , , , , , , , 
50971, Work Plane Grid, , L1, , None, , , , , , , , , 
50972, Work Plane Grid, , L2, , None, , , , , , , , , 
50973, Work Plane Grid, , L2, , None, , , , , , , , , 
50974, Work Plane Grid, , Work Plane Grid, , None, , , , , , , , , 
50975, Work Plane Grid, , Work Plane Grid, , None, , , , , , , , , 
50976, Work Plane Grid, , Work Plane Grid, , None, , , , , , , , , 
50977, Work Plane Grid, , Work Plane Grid, , None, , , , , , , , , 
50978, Work Plane Grid, , L1, , None, , , , , , , , , 
51106, , , L1, , None, , , , , , , , , 
51107, , , Show New, , None, , , , , , , , , 
51108, , , Plan Region, , None, , , , , , , , , 
51109, , , Property Line Segments, , None, , , , , , , , , 
51110, , , Property Line Segments, , None, , , , , , , , , 
51111, , , Property Line Segment Tags, , None, , , , , , , , , 
51112, , , Incomplete dormer opening, , None, , , , , , , , , 
51113, , , Incomplete dormer opening, , None, , , , , , , , , 
51114, , , Views, , None, , , , , , , , , 
52311, , , System Data, , None, , , , , , , , , 
52318, , , Section Line, , None, , , , , , , , , 
52319, , , Callout Boundary, , None, , , , , , , , , 
52320, , , Callout Leader Line, , None, , , , , , , , , 
52330, , , , , None, , , , , , , , , 
52331, , , "Section Head - Filled, Section Tail - Filled", , None, , , , , , , , , 
52332, , , "Section Head - Filled, Section Tail - Filled", , None, , , , , , , , , 
55155, , , , , None, , , , , , , , , 
55156, , , "Section Head - No Arrow, Section Tail - Filled Horizontal", , None, , , , , , , , , 
55157, , , "Section Head - No Arrow, Section Tail - Filled Horizontal", , None, , , , , , , , , 
56771, , , , , None, , , , , , , , , 
56772, , , "Section Head - Open, Section Tail - Filled", , None, , , , , , , , , 
56773, , , "Section Head - Open, Section Tail - Filled", , None, , , , , , , , , 
57184, , , "4"" Tile", , None, , , , , , , , , 
59159, , , Views, , None, , , , , , , , , 
59164, , , , , None, , , , , , , , , 
59165, , , "7"" max riser 11"" tread", , None, , , , , , , , , 
59166, , , "7"" max riser 11"" tread", , None, , , , , , , , , 
59167, , , , , None, , , , , , , , , 
59168, , , Ramp 1, , None, , , , , , , , , 
59169, , , Ramp 1, , None, , , , , , , , , 
61030, , , Curtain Roof Grids, , None, , , , , , , , , 
61031, , , Curtain Wall Grids, , None, , , , , , , , , 
61032, , , Curtain System Grids, , None, , , , , , , , , 
61033, , , Internal Object Styles, , None, , , , , , , , , 
61034, , , Internal Object Styles, , None, , , , , , , , , 
61035, , , Internal Object Styles, , None, , , , , , , , , 
62120, , , Solid, , None, , , , , , , , , 
62482, , , Cut Profile, , None, , , , , , , , , 
62483, , , Split Face, , None, , , , , , , , , 
62631, , , Other, , None, , , , , , , , , 
62632, , , Other, , None, , , , , , , , , 
62633, , , Girder, , None, , , , , , , , , 
62634, , , Girder, , None, , , , , , , , , 
62635, , , Joist, , None, , , , , , , , , 
62636, , , Joist, , None, , , , , , , , , 
62637, , , Purlin, , None, , , , , , , , , 
62638, , , Purlin, , None, , , , , , , , , 
62639, , , Horizontal Bracing, , None, , , , , , , , , 
62640, , , Horizontal Bracing, , None, , , , , , , , , 
62641, , , <Defined by Instance>, , None, , , , , , , , , 
72705, , , Vertical Bracing, , None, , , , , , , , , 
72706, , , Vertical Bracing, , None, , , , , , , , , 
72707, , , "Dot 1/32""", , None, , , , , , , , , 
72708, , , New Shared Parameters, , None, , , , , , , , , 
75709, , , Structural Beam Systems, , None, , , , , , , , , 
75710, , , Span Direction Symbol, , None, , , , , , , , , 
75712, , , Revision Clouds, , None, , , , , , , , , 
75713, , , Revision Cloud Tags, , None, , , , , , , , , 
75715, Revision, , Seq. 1 - Revision 1, , None, , , , , , , , , 
75716, , , Project Revision Information, , None, , , , , , , , , 
75717, , , Curtain Systems, , None, , , , , , , , , 
75718, , , Curtain Systems, , None, , , , , , , , , 
75721, , , , , None, , , , , , , , , 
75722, , , Diagonal Crosshatch - Transparent, , None, , , , , , , , , 
75723, , , Diagonal Crosshatch - Transparent, , None, , , , , , , , , 
75725, , , , , None, , , , , , , , , 
75726, , , Diagonal Down - Transparent, , None, , , , , , , , , 
75727, , , Diagonal Down - Transparent, , None, , , , , , , , , 
75733, , , Reference Lines, , None, , , , , , , , , 
75734, , , Mass, , None, , , , , , , , , 
75735, , , Mass, , None, , , , , , , , , 
76670, , , Mass Floor, , None, , , , , , , , , 
76671, , , Mass Floor, , None, , , , , , , , , 
76672, , , Form, , None, , , , , , , , , 
76673, , , Form, , None, , , , , , , , , 
76675, Project Information, , Project Information, , None, , , , , , , , , 
76676, , , Curtain System Tags, , None, , , , , , , , , 
76678, , , Project Information, , None, , , , , , , , , 
78511, , , Structural Annotations, , None, , , , , , , , , 
78512, , , Connection Symbols, , None, , , , , , , , , 
78513, , , Brace in Plan View Symbols, , None, , , , , , , , , 
78514, , , Structural Loads, , None, , , , , , , , , 
78515, , , Point Loads, , None, , , , , , , , , 
78516, , , Line Loads, , None, , , , , , , , , 
78517, , , Area Loads, , None, , , , , , , , , 
78518, , , Structural Load Cases, , None, , , , , , , , , 
78519, , , Dead Loads, , None, , , , , , , , , 
78520, , , Live Loads, , None, , , , , , , , , 
78521, , , Wind Loads, , None, , , , , , , , , 
78522, , , Snow Loads, , None, , , , , , , , , 
78523, , , Roof Live Loads, , None, , , , , , , , , 
78524, , , Accidental Loads, , None, , , , , , , , , 
78525, , , Temperature Loads, , None, , , , , , , , , 
78526, , , Seismic Loads, , None, , , , , , , , , 
78527, , , Dead, , None, , , , , , , , , 
78528, Structural Load Cases, , DL1, , None, , , , , , , , , 
78529, , , Live, , None, , , , , , , , , 
